"","WaterElevation","Temp","Precipitation","Population","Date"
"1",656.686666666667,48.8709677419355,5.08,1152000,Jan 1991
"2",660.355,56.5535714285714,2.34,1152000,Feb 1991
"3",655.345,63.9516129032258,1.06,1152000,Mar 1991
"4",663.4,72.35,4.91,1152000,Apr 1991
"5",663.45,77.6451612903226,5.3,1152000,May 1991
"6",651.57,82.75,2.28,1152000,Jun 1991
"7",651.01,84.5322580645161,2.23,1152000,Jul 1991
"8",642.15,85.8387096774194,2.84,1152000,Aug 1991
"9",649.81,77.8,1.42,1152000,Sep 1991
"10",647.5,73.241935483871,0.87,1152000,Oct 1991
"11",651.875,57.3666666666667,0.47,1152000,Nov 1991
"12",668.35,55.5161290322581,13.96,1152000,Dec 1991
"13",683.191428571429,50.7258064516129,5.64,1171000,Jan 1992
"14",694.14,59.0862068965517,6.37,1171000,Feb 1992
"15",696.518571428571,63.3387096774194,6.12,1171000,Mar 1992
"16",695.873333333333,68.9666666666667,3.03,1171000,Apr 1992
"17",696.074285714286,73.6612903225806,8.15,1171000,May 1992
"18",700.336666666667,82.4833333333333,5.67,1171000,Jun 1992
"19",692.814285714286,84.6774193548387,1.28,1171000,Jul 1992
"20",691.296666666667,82.1451612903226,2.56,1171000,Aug 1992
"21",688.653333333333,81.6833333333333,1.12,1171000,Sep 1992
"22",687.02,73.3870967741936,0.92,1171000,Oct 1992
"23",690.268333333333,57.2333333333333,3.47,1171000,Nov 1992
"24",691.911428571429,56.241935483871,2.16,1171000,Dec 1992
"25",691.344285714286,51.1290322580645,1.31,1190000,Jan 1993
"26",691.215,55.4821428571429,3.72,1190000,Feb 1993
"27",690.244285714286,61.4516129032258,1.56,1190000,Mar 1993
"28",688.155,67.25,1.81,1190000,Apr 1993
"29",691.14,73.8709677419355,12.47,1190000,May 1993
"30",688.86,81.5166666666667,6.43,1190000,Jun 1993
"31",683.585714285714,86.0483870967742,0,1190000,Jul 1993
"32",673.724285714286,87.241935483871,0.01,1190000,Aug 1993
"33",673.803333333333,81.5,0.52,1190000,Sep 1993
"34",674.96,70.6451612903226,3.07,1190000,Oct 1993
"35",678.075,56.2666666666667,0.66,1190000,Nov 1993
"36",677.743333333333,55.0483870967742,0.44,1190000,Dec 1993
"37",676.47,52.3064516129032,1.55,1210000,Jan 1994
"38",675.451666666667,56.125,0.64,1210000,Feb 1994
"39",675.961666666667,63.8548387096774,5.06,1210000,Mar 1994
"40",673.5,69.8166666666667,2.21,1210000,Apr 1994
"41",676.742857142857,76.0322580645161,7.01,1210000,May 1994
"42",665.613333333333,84.5,1.66,1210000,Jun 1994
"43",656.88,87.8225806451613,0.5,1210000,Jul 1994
"44",655.403333333333,86.0645161290323,2.54,1210000,Aug 1994
"45",663.84,78.3833333333333,5.52,1210000,Sep 1994
"46",670.656666666667,72.6129032258064,9.75,1210000,Oct 1994
"47",674.583333333333,64.7333333333333,0.71,1210000,Nov 1994
"48",674.226666666667,56.9193548387097,3.28,1210000,Dec 1994
"49",675.606666666667,53.4677419354839,0.28,1229000,Jan 1995
"50",677.19,57.3571428571429,1.19,1229000,Feb 1995
"51",672.34,61.8387096774194,1.58,1229000,Mar 1995
"52",670.99,69.75,1.07,1229000,Apr 1995
"53",661.656666666667,78.6290322580645,5.36,1229000,May 1995
"54",665.89,79.25,4.81,1229000,Jun 1995
"55",662.79,84.2741935483871,0.7,1229000,Jul 1995
"56",654.44,85.5,2.03,1229000,Aug 1995
"57",655.556666666667,80.1,4.49,1229000,Sep 1995
"58",658.456666666667,69.7741935483871,0.23,1229000,Oct 1995
"59",662.473333333333,59.4833333333333,0.82,1229000,Nov 1995
"60",663.656666666667,55.6290322580645,0.64,1229000,Dec 1995
"61",662.466666666667,51.0483870967742,0,1249000,Jan 1996
"62",653.515714285714,57.8793103448276,0.69,1249000,Feb 1996
"63",653.533333333333,57.6290322580645,0.3,1249000,Mar 1996
"64",649.75,69.45,0.89,1249000,Apr 1996
"65",639,81.8870967741936,1.26,1249000,May 1996
"66",632.216666666667,84.0666666666667,2.12,1249000,Jun 1996
"67",631.466666666667,87.3225806451613,1.31,1249000,Jul 1996
"68",632.983333333333,84.4032258064516,2.86,1249000,Aug 1996
"69",643.516666666667,78.4333333333333,3.66,1249000,Sep 1996
"70",643.9,71.0161290322581,0.36,1249000,Oct 1996
"71",645.7,61.3,2.79,1249000,Nov 1996
"72",649.783333333333,54.4838709677419,1.56,1249000,Dec 1996
"73",650.85,49.1129032258064,0.44,1270000,Jan 1997
"74",651.95,53.0892857142857,2.44,1270000,Feb 1997
"75",656.616666666667,63.241935483871,2.24,1270000,Mar 1997
"76",662.55,63.8833333333333,5.72,1270000,Apr 1997
"77",663.166666666667,73.9516129032258,3.91,1270000,May 1997
"78",668.883333333333,79.7666666666667,7.3,1270000,Jun 1997
"79",671.716666666667,85.0161290322581,0,1270000,Jul 1997
"80",663.6,86.0806451612903,0.62,1270000,Aug 1997
"81",661.75,82.1833333333333,1.86,1270000,Sep 1997
"82",666.733333333333,70.1612903225806,4.08,1270000,Oct 1997
"83",668.733333333333,57.3166666666667,1.76,1270000,Nov 1997
"84",670.55,50.2258064516129,3.55,1270000,Dec 1997
"85",673.05,56.4193548387097,3.21,1290000,Jan 1998
"86",675.916666666667,55.2678571428571,3.37,1290000,Feb 1998
"87",679.266666666667,59.741935483871,2.85,1290000,Mar 1998
"88",674.35,66.8,0.05,1290000,Apr 1998
"89",655.816666666667,80.0645161290323,0.34,1290000,May 1998
"90",645.616666666667,86.5,0.81,1290000,Jun 1998
"91",645.083333333333,88.3548387096774,0.21,1290000,Jul 1998
"92",652.833333333333,83.7741935483871,7.78,1290000,Aug 1998
"93",662.583333333333,80.6666666666667,1.57,1290000,Sep 1998
"94",674.166666666667,71.5161290322581,18.07,1290000,Oct 1998
"95",688.5,62.6333333333333,3.4,1290000,Nov 1998
"96",687.4,53,0.39,1290000,Dec 1998
"97",684.966666666667,54.8064516129032,0.04,1311000,Jan 1999
"98",679.116666666667,62.1071428571429,0.01,1311000,Feb 1999
"99",678.066666666667,62.9354838709677,3.48,1311000,Mar 1999
"100",677.833333333333,71.4333333333333,0.91,1311000,Apr 1999
"101",673.95,76.3548387096774,2.78,1311000,May 1999
"102",666.633333333333,82.0666666666667,3.37,1311000,Jun 1999
"103",673.115,83.0967741935484,1.8,1311000,Jul 1999
"104",663.45,86.4193548387097,2.11,1311000,Aug 1999
"105",660.635,80.5666666666667,0.05,1311000,Sep 1999
"106",659.995,69.8709677419355,1.29,1311000,Oct 1999
"107",662.685,63.2666666666667,0.05,1311000,Nov 1999
"108",664.115,54.2258064516129,0.52,1311000,Dec 1999
"109",664.83,55.5483870967742,1.4,1337000,Jan 2000
"110",663.025,62.8620689655172,2.2,1337000,Feb 2000
"111",659.6,67.1935483870968,0.91,1337000,Mar 2000
"112",655.02,70.9,1.22,1337000,Apr 2000
"113",650.765,78.8064516129032,3.59,1337000,May 2000
"114",655.395,81.2333333333333,7.61,1337000,Jun 2000
"115",644.445,86.0967741935484,0.34,1337000,Jul 2000
"116",639.05,86.5483870967742,0.16,1337000,Aug 2000
"117",643.23,81.1666666666667,2.65,1337000,Sep 2000
"118",654.69,71.258064516129,5.62,1337000,Oct 2000
"119",673.283333333333,57.1333333333333,8.58,1337000,Nov 2000
"120",676.575,46.6129032258064,1.57,1337000,Dec 2000
"121",678.413333333333,49.4193548387097,2.85,1375000,Jan 2001
"122",680.233333333333,57.7142857142857,0.7,1375000,Feb 2001
"123",681.21,56.7741935483871,2.77,1375000,Mar 2001
"124",680.615,71,2.29,1375000,Apr 2001
"125",678.335,76.5161290322581,2.48,1375000,May 2001
"126",665.913333333333,82.6666666666667,3.39,1375000,Jun 2001
"127",661.683333333333,85.6451612903226,0.5,1375000,Jul 2001
"128",656.78,85.7096774193548,7.83,1375000,Aug 2001
"129",675.2975,77.0666666666667,4.05,1375000,Sep 2001
"130",675.66,68.1290322580645,2.06,1375000,Oct 2001
"131",677.846666666667,63.1,4.37,1375000,Nov 2001
"132",684.433333333333,54,3.43,1375000,Dec 2001
"133",683.05,53.9354838709677,0.37,1414000,Jan 2002
"134",680.34,51.1071428571429,0.42,1414000,Feb 2002
"135",676.92,60.5483870967742,1.19,1414000,Mar 2002
"136",676.243333333333,73.4666666666667,3.82,1414000,Apr 2002
"137",667.13,77.0645161290323,2.26,1414000,May 2002
"138",655.903333333333,83.2,1.48,1414000,Jun 2002
"139",687.466666666667,82.741935483871,16.92,1414000,Jul 2002
"140",683.166666666667,85.4516129032258,0.54,1414000,Aug 2002
"141",684.75,78.8666666666667,7.02,1414000,Sep 2002
"142",NA,70.8709677419355,7.64,1414000,Oct 2002
"143",NA,58.1333333333333,2.08,1414000,Nov 2002
"144",694.761666666667,53.9677419354839,2.53,1414000,Dec 2002
"145",693.648333333333,50,0.99,1454000,Jan 2003
"146",692.716,53.3214285714286,2.15,1454000,Feb 2003
"147",692.556666666667,60.7741935483871,0.77,1454000,Mar 2003
"148",688.314,70.6333333333333,0.17,1454000,Apr 2003
"149",677.421666666667,80.5483870967742,0.12,1454000,May 2003
"150",678.206666666667,82,2.9,1454000,Jun 2003
"151",682.2775,82.1935483870968,8.12,1454000,Jul 2003
"152",678.578,83.9677419354839,1.65,1454000,Aug 2003
"153",681.92,76.9,9.21,1454000,Sep 2003
"154",683.083333333333,70.8387096774194,1.94,1454000,Oct 2003
"155",681.595,63.4333333333333,0.32,1454000,Nov 2003
"156",679.755,54.0967741935484,0.11,1454000,Dec 2003
"157",679.705,54.7741935483871,2.31,1496000,Jan 2004
"158",680.634,53.3448275862069,1.73,1496000,Feb 2004
"159",681.501666666667,66.1612903225806,2.35,1496000,Mar 2004
"160",684.718333333333,67.4333333333333,5.02,1496000,Apr 2004
"161",686.02,76.3225806451613,1.8,1496000,May 2004
"162",684.143333333333,81.1,9.47,1496000,Jun 2004
"163",689.24,83.258064516129,0.61,1496000,Jul 2004
"164",684.295,83.5806451612903,1.1,1496000,Aug 2004
"165",684.551666666667,80.7333333333333,1.92,1496000,Sep 2004
"166",686.972857142857,77.1290322580645,9.47,1496000,Oct 2004
"167",696.171428571429,61.3666666666667,9.46,1496000,Nov 2004
"168",700.935,53.3548387096774,0.08,1496000,Dec 2004
"169",696.66,56.1290322580645,2.18,1538000,Jan 2005
"170",697.064,56.6071428571429,2.42,1538000,Feb 2005
"171",698.726,61.6129032258064,2,1538000,Mar 2005
"172",694.532,68.6,0.01,1538000,Apr 2005
"173",689.81,75.1612903225806,2.97,1538000,May 2005
"174",684.721666666667,82.8,0.81,1538000,Jun 2005
"175",678.738333333333,85.5483870967742,2.1,1538000,Jul 2005
"176",679.125,85.6935483870968,1.22,1538000,Aug 2005
"177",NA,84.2666666666667,1.39,1538000,Sep 2005
"178",677.92,70.9193548387097,1.14,1538000,Oct 2005
"179",NA,64.9,0.2,1538000,Nov 2005
"180",NA,53,0.1,1538000,Dec 2005
"181",676.91,58.241935483871,0.35,1582000,Jan 2006
"182",673.56,55.9464285714286,0.62,1582000,Feb 2006
"183",669.61,67.5483870967742,1.36,1582000,Mar 2006
"184",663.94,76.7,1.4,1582000,Apr 2006
"185",NA,78.7258064516129,3.8,1582000,May 2006
"186",655.44,83.6,1.63,1582000,Jun 2006
"187",NA,85.7096774193548,1.41,1582000,Jul 2006
"188",647.675,88.3064516129032,0.03,1582000,Aug 2006
"189",NA,79.6833333333333,4.11,1582000,Sep 2006
"190",660.72,72.3870967741936,3.44,1582000,Oct 2006
"191",663.815,63.8,0.75,1582000,Nov 2006
"192",664.59,54.3548387096774,2.44,1582000,Dec 2006
"193",669.588333333333,48.258064516129,4.33,1627000,Jan 2007
"194",668.546,54.8392857142857,0.08,1627000,Feb 2007
"195",668.916666666667,65.0161290322581,7.24,1627000,Mar 2007
"196",677.391666666667,65.15,4.61,1627000,Apr 2007
"197",678.451666666667,75.4677419354839,3.35,1627000,May 2007
"198",679.186666666667,80.7,6.47,1627000,Jun 2007
"199",692.258333333333,80.4032258064516,11.76,1627000,Jul 2007
"200",698.421666666667,83.6612903225806,6.77,1627000,Aug 2007
"201",698.491666666667,80.2333333333333,1.09,1627000,Sep 2007
"202",693.57,73.1290322580645,0.75,1627000,Oct 2007
"203",691.54,62.7,0.4,1627000,Nov 2007
"204",690.578333333333,56.1451612903226,0.4,1627000,Dec 2007
"205",688.618333333333,51.8387096774194,0.42,1674000,Jan 2008
"206",685.616,61.6724137931034,0.2,1674000,Feb 2008
"207",684.06,64.4838709677419,1.82,1674000,Mar 2008
"208",680.765,70.6166666666667,0.83,1674000,Apr 2008
"209",673.285,80.1129032258064,0.66,1674000,May 2008
"210",660.358333333333,86.8166666666667,0.01,1674000,Jun 2008
"211",667.92,84.0645161290323,3.86,1674000,Jul 2008
"212",671.033333333333,84.3709677419355,4.98,1674000,Aug 2008
"213",672.005,79.4666666666667,0.46,1674000,Sep 2008
"214",668.266666666667,71.4193548387097,0.26,1674000,Oct 2008
"215",667.845,63.65,0.01,1674000,Nov 2008
"216",669.366666666667,55,0.25,1674000,Dec 2008
"217",669.37,54.5161290322581,0.27,1722000,Jan 2009
"218",666.232,62.8928571428571,0.65,1722000,Feb 2009
"219",665.291666666667,65.1451612903226,2.51,1722000,Mar 2009
"220",661.113333333333,69.8,2.05,1722000,Apr 2009
"221",655.01,79.4838709677419,1.57,1722000,May 2009
"222",647.52,86.3166666666667,0.45,1722000,Jun 2009
"223",643.718333333333,88.741935483871,0.48,1722000,Jul 2009
"224",643.95,88.3225806451613,0.45,1722000,Aug 2009
"225",650.903333333333,78.4166666666667,6.35,1722000,Sep 2009
"226",663.501666666667,69.9032258064516,11.9,1722000,Oct 2009
"227",668.936666666667,60.65,2.09,1722000,Nov 2009
"228",670.406666666667,48.2741935483871,1.92,1722000,Dec 2009
"229",672.656666666667,49.7096774193548,4.45,1771000,Jan 2010
"230",681.07,49.3571428571429,4.38,1771000,Feb 2010
"231",679.755,59.3387096774194,2.09,1771000,Mar 2010
"232",679.431666666667,68.5666666666667,3.57,1771000,Apr 2010
"233",679.845,77.4516129032258,4.48,1771000,May 2010
"234",676.003333333333,83.5333333333333,4.24,1771000,Jun 2010
"235",675.066666666667,84.0322580645161,3.68,1771000,Jul 2010
"236",668.685,87.4838709677419,0.07,1771000,Aug 2010
"237",678.96,80.0666666666667,9.37,1771000,Sep 2010
"238",676.83,70.241935483871,0.17,1771000,Oct 2010
"239",674.658333333333,62.05,0.26,1771000,Nov 2010
"240",671.968333333333,53.8225806451613,0.63,1771000,Dec 2010
"241",673.19,50.5,2.66,1821000,Jan 2011
"242",671.374,55.4464285714286,0.49,1821000,Feb 2011
"243",665.603333333333,66.8387096774194,0.01,1821000,Mar 2011
"244",658.643333333333,75.6666666666667,0.03,1821000,Apr 2011
"245",652.846666666667,78.6451612903226,0.84,1821000,May 2011
"246",643.398333333333,86.2166666666667,1.58,1821000,Jun 2011
"247",643.808333333333,87.8548387096774,0.96,1821000,Jul 2011
"248",641.811666666667,89.9838709677419,0.15,1821000,Aug 2011
"249",643.528333333333,82.8666666666667,2.93,1821000,Sep 2011
"250",649.673333333333,71,3.28,1821000,Oct 2011
"251",648.281666666667,62.8833333333333,1.81,1821000,Nov 2011
"252",652.46,53.8387096774194,2.84,1821000,Dec 2011
"253",653.865,56.1774193548387,3.99,1873000,Jan 2012
"254",662.564,57.4310344827586,5.63,1873000,Feb 2012
"255",664.276666666667,66.3709677419355,3.24,1873000,Mar 2012
"256",656.901666666667,73.85,0.04,1873000,Apr 2012
"257",656.015,78.0967741935484,9.84,1873000,May 2012
"258",646.153333333333,84.7666666666667,0.11,1873000,Jun 2012
"259",645.835,85.3548387096774,3.79,1873000,Jul 2012
"260",641.025,87.241935483871,2.41,1873000,Aug 2012
"261",644.563333333333,79.5833333333333,7.31,1873000,Sep 2012
"262",648.578333333333,70.741935483871,2.4,1873000,Oct 2012
"263",648.553333333333,63.2333333333333,0.27,1873000,Nov 2012
"264",651.031666666667,57.0806451612903,0.37,1873000,Dec 2012
"265",654.488333333333,53.9032258064516,2.83,1926000,Jan 2013
"266",653.004,59.0178571428571,0.1,1926000,Feb 2013
"267",648.168333333333,62.7258064516129,0.95,1926000,Mar 2013
"268",647.573333333333,67.0333333333333,2.77,1926000,Apr 2013
"269",649.551666666667,74.9354838709677,13.19,1926000,May 2013
"270",651.25,82.9666666666667,2.02,1926000,Jun 2013
"271",640.83,84.8064516129032,0.73,1926000,Jul 2013
"272",634.273333333333,87.2258064516129,0.85,1926000,Aug 2013
"273",635.03,82.1666666666667,3.7,1926000,Sep 2013
"274",638.398333333333,73.2903225806452,2.81,1926000,Oct 2013
"275",641.336666666667,59.5666666666667,1.5,1926000,Nov 2013
"276",639.891666666667,51.741935483871,0.55,1926000,Dec 2013
"277",643.083333333333,51.258064516129,0.23,1981000,Jan 2014
"278",642.615,56.0357142857143,0.42,1981000,Feb 2014
"279",642.123333333333,60.0967741935484,1.06,1981000,Mar 2014
"280",638.223333333333,70.4666666666667,0.68,1981000,Apr 2014
"281",636.723333333333,74.8709677419355,4.97,1981000,May 2014
"282",639.81,82.2,5.38,1981000,Jun 2014
"283",635.223333333333,83.8709677419355,3.25,1981000,Jul 2014
"284",628.406666666667,86.7741935483871,0.08,1981000,Aug 2014
"285",629.14,80.5,1.77,1981000,Sep 2014
"286",630.323333333333,75.5806451612903,1.91,1981000,Oct 2014
"287",637.49,57.5666666666667,7.21,1981000,Nov 2014
"288",635.023333333333,56.4193548387097,1.24,1981000,Dec 2014
"289",640.65125,48.8064516129032,3.67,2038000,Jan 2015
"290",644.97125,53.3103448275862,0.53,2038000,Feb 2015
"291",646.1975,60.7096774193548,2.97,2038000,Mar 2015
"292",648.051111111111,70.8709677419355,7.54,2038000,Apr 2015
"293",655.043333333333,75.6451612903226,8.57,2038000,May 2015
"294",667.5525,80.8333333333333,6.42,2038000,Jun 2015
"295",663.167777777778,84.375,0.07,2038000,Jul 2015
"296",648.5475,86.0967741935484,0.29,2038000,Aug 2015
"297",646.27,81.9,2.32,2038000,Sep 2015
"298",646.53375,75.4193548387097,7.78,2038000,Oct 2015
"299",661.756666666667,63.1612903225806,2.58,2038000,Nov 2015
"300",666.166666666667,57.6451612903226,1.48,2038000,Dec 2015
"301",667.218,51.2903225806452,1.38,2096000,Jan 2016
"302",663.621666666667,58.6551724137931,1.55,2096000,Feb 2016
"303",665.311428571429,65.5483870967742,3.56,2096000,Mar 2016
"304",665.4675,69.5666666666667,6.19,2096000,Apr 2016
"305",674.28625,74.40625,9.14,2096000,May 2016
"306",680.66625,80.7666666666667,2.39,2096000,Jun 2016
"307",667.80875,85.2258064516129,0.33,2096000,Jul 2016
"308",668.941428571429,82.5483870967742,4.91,2096000,Aug 2016
"309",675.61375,80.6333333333333,6.3,2096000,Sep 2016
"310",675.94,73.7096774193548,0.16,2096000,Oct 2016
"311",679.087142857143,66.1333333333333,1.79,2096000,Nov 2016
"312",685.30875,55.5806451612903,6.22,2096000,Dec 2016
"313",684.694285714286,56.9354838709677,2.72,2156000,Jan 2017
"314",684.846666666667,63.6785714285714,3.61,2156000,Feb 2017
"315",685.161111111111,66.9375,2.09,2156000,Mar 2017
"316",680.431428571429,71,2.89,2156000,Apr 2017
"317",672.16,75.28125,1.76,2156000,May 2017
"318",668.759,82.0967741935484,0.4,2156000,Jun 2017
"319",657.13125,86.1935483870968,0.16,2156000,Jul 2017
"320",660.88875,83.4838709677419,5.87,2156000,Aug 2017
"321",660.09,78.5666666666667,2.8,2156000,Sep 2017
"322",663.688888888889,70.21875,0.46,2156000,Oct 2017
"323",662.485714285714,65.8333333333333,0.53,2156000,Nov 2017
"324",664.674285714286,53.0625,4.04,2156000,Dec 2017
"325",664.447142857143,48.5483870967742,0.28,2217000,Jan 2018
"326",664.751428571429,57.5,1.91,2217000,Feb 2018
"327",664.69,66.2903225806452,4.02,2217000,Mar 2018
"328",664.8325,67.3666666666667,0.36,2217000,Apr 2018
"329",659.21375,79.1612903225806,0.97,2217000,May 2018
"330",646.86375,84.5483870967742,0.71,2217000,Jun 2018
"331",648.832222222222,84.9032258064516,4.87,2217000,Jul 2018
"332",643.6125,85.0645161290323,0.62,2217000,Aug 2018
"333",664.52,78.1666666666667,16.86,2217000,Sep 2018
"334",679.294285714286,68.8709677419355,6.47,2217000,Oct 2018
"335",684.91,56.3666666666667,1.78,2217000,Nov 2018
"336",685.67625,53.7096774193548,2.35,2217000,Dec 2018
"337",686.74875,51.9354838709677,1.63,2269000,Jan 2019
"338",685.043333333333,56.8571428571429,0.47,2269000,Feb 2019
"339",682.99,60.4516129032258,0.46,2269000,Mar 2019
"340",680.285714285714,68.3225806451613,3.47,2269000,Apr 2019
"341",682.59375,76.125,3.3,2269000,May 2019
"342",680.8325,80.8333333333333,5.51,2269000,Jun 2019
"343",678.591111111111,83.9393939393939,0.14,2269000,Jul 2019
"344",667.31,87.1612903225806,0.31,2269000,Aug 2019
"345",665.75875,84.2333333333333,1.45,2269000,Sep 2019
"346",668.493,71.34375,4.02,2269000,Oct 2019
"347",673.51625,58.1,0.74,2269000,Nov 2019
"348",672.155,54.9354838709677,0.52,2269000,Dec 2019
"349",672.066666666667,57.8387096774194,1.87,2320000,Jan 2020
"350",673.12,55.4137931034483,1.07,2320000,Feb 2020
"351",671.633333333333,68.3548387096774,1.52,2320000,Mar 2020
"352",671.2,69.6666666666667,2.89,2320000,Apr 2020
"353",665.05,77.7741935483871,5.83,2320000,May 2020
"354",664.716666666667,82.0666666666667,0.86,2320000,Jun 2020
"355",656.533333333333,86.8387096774194,0.16,2320000,Jul 2020
"356",656.516666666667,86.9032258064516,0.9,2320000,Aug 2020
"357",662.266666666667,78.0666666666667,3.09,2320000,Sep 2020
"358",660.1,71.741935483871,0.23,2320000,Oct 2020
"359",659.483333333333,65.6,1.47,2320000,Nov 2020
"360",662.033333333333,54.1290322580645,0.81,2320000,Dec 2020
